wavelenght,n,k
2.0000649999999999e-07,1.88459998,0.046220001
2.0999999e-07,1.8495,0.034630001
2.137655e-07,1.8382999899999999,0.03193
2.175158e-07,1.8276,0.029929999
2.1901429999999998e-07,1.8238000300000001,0.029309999
2.2139998999999997e-07,1.8177000300000001,0.0285
2.2542549999999998e-07,1.80800003,0.027650001
2.2998329999999998e-07,1.7986000199999999,0.027319999
2.3393209e-07,1.79140002,0.027240001
2.384308e-07,1.78380001,0.02736
2.3999999e-07,1.7816,0.02744
2.5001809e-07,1.76859999,0.028270001
2.5830001e-07,1.7598000200000001,0.02844
2.7399781e-07,1.7465999700000001,0.028689999
2.8502071e-07,1.7391999999999999,0.02881
2.917271e-07,1.73509997,0.02888
3.0996001e-07,1.72610003,0.029060001
3.2627371e-07,1.72000003,0.02916
3.4401771e-07,1.71439999,0.029279999
3.6498091e-07,1.70910001,0.029379999
3.8148919e-07,1.7058,0.02946
3.9994838999999996e-07,1.70279998,0.02954
4.3396570999999996e-07,1.6983000000000001,0.029619999
4.399716e-07,1.69770002,0.02964
4.8602119e-07,1.69400001,0.02973
5.5006212e-07,1.6904,0.029859999
6.5634727e-07,1.68779999,0.030060001
7.000790799999999e-07,1.6873000299999998,0.030160001
7.998967799999999e-07,1.68629998,0.030400001
8.997387899999999e-07,1.68620002,0.0306
9.9987102e-07,1.68629998,0.03077
1.1271271e-06,1.68629998,0.03101
1.23984e-06,1.68610001,0.031199999
1.249965e-06,1.68589997,0.031230001
1.3050949999999999e-06,1.68589997,0.031399999
1.3776e-06,1.68599999,0.031640001
1.4586349999999998e-06,1.68559998,0.031890001
1.5498e-06,1.68559998,0.03218
1.65004e-06,1.6851000200000001,0.03246
1.7711999e-06,1.68449998,0.032820001
1.9074459999999997e-06,1.68349999,0.033330001
2.0664001e-06,1.6825,0.033950001
2.1219239e-06,1.68199998,0.034159999
2.1998579999999996e-06,1.68110001,0.034480002
2.2542551e-06,1.6806999999999999,0.034699999
2.4239299e-06,1.6789,0.035379998
2.4796801e-06,1.6779999700000001,0.035599999
2.7551999e-06,1.67439997,0.036770001
3.0996001e-06,1.6683999900000002,0.03827
3.2627369999999997e-06,1.6653000100000002,0.03915
3.4014821e-06,1.66240001,0.03977
3.6465881e-06,1.6567000200000002,0.04067
3.8745e-06,1.65069997,0.041439999
4.1328000999999996e-06,1.64289999,0.04228
4.428e-06,1.63270003,0.042959999
4.7686162e-06,1.6187000299999998,0.043919999
4.9993547999999995e-06,1.60750002,0.044769999
5.1659999e-06,1.5988,0.045499999
5.5103998e-06,1.57849997,0.047510002
5.635635899999999e-06,1.5702999800000002,0.0484
5.9039998e-06,1.5510000000000002,0.050609998
6.1992002e-06,1.5275999900000001,0.053300001
6.3581538e-06,1.5133,0.054469999
6.5254741e-06,1.49680001,0.055399999
6.701838e-06,1.4769999999999999,0.056109998
6.911037e-06,1.4492,0.05666
7.0847998e-06,1.42070001,0.057549998
7.2931771e-06,1.3786999899999999,0.06123
7.5141821e-06,1.32069999,0.073639996
7.749001e-06,1.2494,0.1082
7.9989681e-06,1.17290001,0.176
8.265600199999999e-06,1.1217,0.28470001
8.3772974e-06,1.1145,0.32890001
8.4920549e-06,1.1091,0.3687
8.610000599999999e-06,1.0999,0.4077
8.7312679e-06,1.086999997,0.45269999
8.8559999e-06,1.075460002,0.50830001
8.9843483e-06,1.071889997,0.57459998
9.1164703e-06,1.082149997,0.64819998
9.252537699999999e-06,1.1096,0.72250003
9.3927279e-06,1.1531,0.79009998
9.537231399999999e-06,1.20819999,0.84530002
9.663601899999999e-06,1.2586,0.88020003
9.686249699999999e-06,1.26730001,0.88520002
9.8400002e-06,1.3222,0.91360003
9.998709699999999e-06,1.37009999,0.93910003
1.016262e-05,1.41670001,0.96920002
1.0332e-05,1.47409999,1.005
1.050712e-05,1.5499,1.03
1.0688280000000001e-05,1.6288999899999999,1.03
1.087579e-05,1.69349998,1.016
1.1069999999999999e-05,1.75129998,1.0039999
1.127127e-05,1.80980003,0.98460001
1.148e-05,1.86019999,0.95880002
1.1696599999999999e-05,1.90850002,0.93529999
1.192154e-05,1.96219999,0.9016
1.215529e-05,2.005,0.8527
1.227564e-05,2.02,0.82789999
1.23984e-05,2.034,0.8039
1.265143e-05,2.0599999,0.75040001
1.2915e-05,2.072,0.68760002
1.318979e-05,2.067,0.62830001
1.347652e-05,2.052,0.56910002
1.3776e-05,2.0140001,0.51179999
1.408909e-05,1.95469999,0.4745
1.441674e-05,1.88919997,0.46509999
1.476e-05,1.83109999,0.479
1.4999279999999999e-05,1.79939997,0.49489999
1.512e-05,1.7849000099999999,0.50370002
1.5498e-05,1.74360001,0.53689998
1.589538e-05,1.71090001,0.57959998
1.6313680999999997e-05,1.6837999799999999,0.62989998
1.6754588999999997e-05,1.6690000299999999,0.69029999
1.7219999000000002e-05,1.66360003,0.75379997
1.7712e-05,1.6735,0.82590002
1.8232941e-05,1.6974999899999998,0.89520001
1.878546e-05,1.7414,0.96640003
1.9372499000000002e-05,1.79900002,1.022
2.000065e-05,1.87349999,1.0650001
2.0325251e-05,1.90759999,1.072
2.0664e-05,1.93620002,1.082
2.101424e-05,1.9666000000000001,1.092
2.1376550999999997e-05,1.9971,1.099
2.1751579e-05,2.024,1.1059999
2.2139999e-05,2.0540000000000003,1.1160001
2.2542549e-05,2.0880001,1.12
2.2959998999999998e-05,2.115,1.119
2.3393208999999996e-05,2.141,1.124
2.3843081e-05,2.1710000000000003,1.128
2.4310590999999996e-05,2.197,1.1289999
2.4796801e-05,2.226,1.135
2.4996770999999998e-05,2.239,1.136
2.7552e-05,2.3710001,1.126
2.999855e-05,2.482,1.1160001
3.3509189999999993e-05,2.6109999,1.085
3.7570911e-05,2.721,1.05
4.1327999e-05,2.823,1.0190001
4.5085090999999995e-05,2.909,0.9788
4.9993549e-05,3.0020001,0.92299998
5.166e-05,3.029,0.90390003
5.3906089999999995e-05,3.062,0.87809998
5.6356368999999996e-05,3.095,0.8502
5.904000099999999e-05,3.1270001,0.8204
6.1992001e-05,3.1570001,0.78850001
6.3581539e-05,3.1719999,0.7719
6.5254738e-05,3.1860001,0.75489998
6.701837899999999e-05,3.2,0.73750001
6.8879997e-05,3.214,0.71969998
7.0007896e-05,3.221,0.70920002
7.0848e-05,3.227,0.7015
7.2931763e-05,3.2390001,0.68300003
7.5141823e-05,3.2509999,0.66420001
7.7489998e-05,3.263,0.6451
7.9989677e-05,3.2739999,0.62580001
8.265601299999999e-05,3.2850001,0.6063
8.550620999999999e-05,3.2950001,0.58649999
8.855999799999999e-05,3.3050001,0.56660002
9.183999599999999e-05,3.3139999,0.54659998
9.5372307e-05,3.323,0.52640003
9.9987099e-05,3.3329999,0.50209999
0.00010332,3.339,0.4858
0.0001127127,3.3529999,0.44499999
0.00011808,3.3599999,0.42449999
0.000123984,3.3659999,0.40400001
0.000135,3.3759999,0.37059999
0.00014999270999999998,3.385,0.333
0.0001749951,3.395,0.28479999
0.00020000649999999998,3.402,0.24869999
0.0002250163,3.408,0.2207
0.00023999999999999998,3.411,0.2069
0.000247968,3.414,0.1998
0.0002500182,3.414,0.1978
0.00025997899999999997,3.4159999,0.1877
0.00027497009,3.4170001,0.17389999
0.00029998549999999996,3.4159999,0.1551
0.0003488576,3.4130001,0.12890001
0.00039866241000000003,3.4100001,0.1111
0.00044856729,3.4070001,0.0986
0.00049993549,3.405,0.089220002
0.0005481167,3.404,0.082549997
0.00059808978,3.4030001,0.077140003
0.00061991998,3.4030001,0.075139999
0.00063777777,3.4030001,0.073639996
0.00065774011,3.4030001,0.072099999
0.00067787872,3.4030001,0.070649996
0.0007000791,3.4030001,0.069179997
0.00075005438,3.4030001,0.06628
0.00079732483,3.4030001,0.063879997
0.00089973877,3.404,0.0594
0.00099987097,3.4059999,0.05573
0.0012002321,3.408,0.049899999
0.0012398399999999999,3.4089999,0.048930001
0.0014999269999999999,3.4119999,0.043609999
0.0020000649,3.4159999,0.036649998
0.0024796799,3.418,0.032189999
0.002999855,3.421,0.0287
0.0039994839,3.424,0.02413
0.004999355,3.4260001,0.021090001
0.0061992002,3.428,0.01853
0.007000791,3.4289999,0.01722
0.0089973877,3.431,0.0148
0.00999871,3.4319999,0.01384
0.011001239999999999,3.4319999,0.01262
0.012398399999999999,3.4330001,0.0112
0.01499927,3.434,0.0092540001
0.020000641,3.434,0.006939
0.024796800999999997,3.434,0.0055959998
0.029998551,3.4349999,0.0046259998
0.049993551,3.4349999,0.0027749999
0.061992,3.4349999,0.0022390001
0.070007906,3.4349999,0.001982
0.099987102,3.4349999,0.001388
0.123984,1.001119,0.0
